"Time (CET)","Day-ahead Total Load Forecast [MW] - Greece (GR)","Actual Total Load [MW] - Greece (GR)"
"14.04.2018 11:00 - 14.04.2018 12:00","5966","5817"
"14.04.2018 12:00 - 14.04.2018 13:00","5921","5779"
"14.04.2018 13:00 - 14.04.2018 14:00","5603","5472"
"14.04.2018 14:00 - 14.04.2018 15:00","5324","5285"
"14.04.2018 15:00 - 14.04.2018 16:00","5100","5061"
"14.04.2018 16:00 - 14.04.2018 17:00","5052","5009"
"14.04.2018 17:00 - 14.04.2018 18:00","5117","5057"
"14.04.2018 18:00 - 14.04.2018 19:00","5394","5231"
"14.04.2018 19:00 - 14.04.2018 20:00","5878","5806"
"14.04.2018 20:00 - 14.04.2018 21:00","5928","5743"
"14.04.2018 21:00 - 14.04.2018 22:00","5457","5273"
"14.04.2018 22:00 - 14.04.2018 23:00","4976","4811"
"14.04.2018 23:00 - 15.04.2018 00:00","4596","4453"
"15.04.2018 00:00 - 15.04.2018 01:00","4295","4128"
"15.04.2018 01:00 - 15.04.2018 02:00","4104","4029"
"15.04.2018 02:00 - 15.04.2018 03:00","3986","3846"
"15.04.2018 03:00 - 15.04.2018 04:00","3936","3778"
"15.04.2018 04:00 - 15.04.2018 05:00","3965","3804"
"15.04.2018 05:00 - 15.04.2018 06:00","3944","3813"
"15.04.2018 06:00 - 15.04.2018 07:00","4059","3856"
"15.04.2018 07:00 - 15.04.2018 08:00","4343","4156"
"15.04.2018 08:00 - 15.04.2018 09:00","4716","4547"
"15.04.2018 09:00 - 15.04.2018 10:00","5046","5005"
"15.04.2018 10:00 - 15.04.2018 11:00","5331","5386"
"15.04.2018 11:00 - 15.04.2018 12:00","5433","5495"
"15.04.2018 12:00 - 15.04.2018 13:00","5313","5366"
"15.04.2018 13:00 - 15.04.2018 14:00","4876","4885"
"15.04.2018 14:00 - 15.04.2018 15:00","4585","4677"
"15.04.2018 15:00 - 15.04.2018 16:00","4480","4505"
"15.04.2018 16:00 - 15.04.2018 17:00","4494","4574"
"15.04.2018 17:00 - 15.04.2018 18:00","4723","4678"
"15.04.2018 18:00 - 15.04.2018 19:00","5000","4969"
"15.04.2018 19:00 - 15.04.2018 20:00","5527","5558"
"15.04.2018 20:00 - 15.04.2018 21:00","5697","5571"
"15.04.2018 21:00 - 15.04.2018 22:00","5296","5148"
"15.04.2018 22:00 - 15.04.2018 23:00","4874","4676"
"15.04.2018 23:00 - 16.04.2018 00:00","4425","4231"
"16.04.2018 00:00 - 16.04.2018 01:00","4084","3950"
"16.04.2018 01:00 - 16.04.2018 02:00","3943","3846"
"16.04.2018 02:00 - 16.04.2018 03:00","3836","3717"
"16.04.2018 03:00 - 16.04.2018 04:00","3824","3731"
"16.04.2018 04:00 - 16.04.2018 05:00","3924","3916"
"16.04.2018 05:00 - 16.04.2018 06:00","4294","4201"
"16.04.2018 06:00 - 16.04.2018 07:00","4933","4817"
"16.04.2018 07:00 - 16.04.2018 08:00","5510","5355"
"16.04.2018 08:00 - 16.04.2018 09:00","5919","5732"
"16.04.2018 09:00 - 16.04.2018 10:00","6140","5839"
"16.04.2018 10:00 - 16.04.2018 11:00","6238","5926"
"16.04.2018 11:00 - 16.04.2018 12:00","6204","6001"
"16.04.2018 12:00 - 16.04.2018 13:00","6093","5985"
"16.04.2018 13:00 - 16.04.2018 14:00","5818","5799"
"16.04.2018 14:00 - 16.04.2018 15:00","5595","5681"
"16.04.2018 15:00 - 16.04.2018 16:00","5336","5494"
"16.04.2018 16:00 - 16.04.2018 17:00","5235","5359"
"16.04.2018 17:00 - 16.04.2018 18:00","5297","5400"
"16.04.2018 18:00 - 16.04.2018 19:00","5633","5651"
"16.04.2018 19:00 - 16.04.2018 20:00","6257","6273"
"16.04.2018 20:00 - 16.04.2018 21:00","6276","6228"
"16.04.2018 21:00 - 16.04.2018 22:00","5705","5575"
"16.04.2018 22:00 - 16.04.2018 23:00","5225","5127"
"16.04.2018 23:00 - 17.04.2018 00:00","4625","4652"
"17.04.2018 00:00 - 17.04.2018 01:00","4274","4316"
"17.04.2018 01:00 - 17.04.2018 02:00","4133","4200"
"17.04.2018 02:00 - 17.04.2018 03:00","4035","4127"
"17.04.2018 03:00 - 17.04.2018 04:00","4014","4146"
"17.04.2018 04:00 - 17.04.2018 05:00","4143","4262"
"17.04.2018 05:00 - 17.04.2018 06:00","4474","4554"
"17.04.2018 06:00 - 17.04.2018 07:00","5083","5086"
"17.04.2018 07:00 - 17.04.2018 08:00","5566","5566"
"17.04.2018 08:00 - 17.04.2018 09:00","5881","5944"
"17.04.2018 09:00 - 17.04.2018 10:00","5967","6050"
"17.04.2018 10:00 - 17.04.2018 11:00","6034","6130"
"17.04.2018 11:00 - 17.04.2018 12:00","6058","6130"
"17.04.2018 12:00 - 17.04.2018 13:00","5990","6065"
"17.04.2018 13:00 - 17.04.2018 14:00","5727","5780"
"17.04.2018 14:00 - 17.04.2018 15:00","5477","5580"
"17.04.2018 15:00 - 17.04.2018 16:00","5266","5381"
"17.04.2018 16:00 - 17.04.2018 17:00","5237","5308"
"17.04.2018 17:00 - 17.04.2018 18:00","5385","5332"
"17.04.2018 18:00 - 17.04.2018 19:00","5651","5567"
"17.04.2018 19:00 - 17.04.2018 20:00","6157","6235"
"17.04.2018 20:00 - 17.04.2018 21:00","6175","6237"
"17.04.2018 21:00 - 17.04.2018 22:00","5605","5591"
"17.04.2018 22:00 - 17.04.2018 23:00","5154","5164"
"17.04.2018 23:00 - 18.04.2018 00:00","4724","4641"
"18.04.2018 00:00 - 18.04.2018 01:00","4353","4310"
"18.04.2018 01:00 - 18.04.2018 02:00","4231","4217"
"18.04.2018 02:00 - 18.04.2018 03:00","4123","4156"
"18.04.2018 03:00 - 18.04.2018 04:00","4102","4130"
"18.04.2018 04:00 - 18.04.2018 05:00","4222","4206"
"18.04.2018 05:00 - 18.04.2018 06:00","4552","4489"
"18.04.2018 06:00 - 18.04.2018 07:00","5131","4973"
"18.04.2018 07:00 - 18.04.2018 08:00","5644","5453"
"18.04.2018 08:00 - 18.04.2018 09:00","5964","5787"
"18.04.2018 09:00 - 18.04.2018 10:00","6031","5977"
"18.04.2018 10:00 - 18.04.2018 11:00","6075","6088"
"18.04.2018 11:00 - 18.04.2018 12:00","6089","6070"
"18.04.2018 12:00 - 18.04.2018 13:00","6042","5912"
"18.04.2018 13:00 - 18.04.2018 14:00","5823","5679"
"18.04.2018 14:00 - 18.04.2018 15:00","5602","5472"
"18.04.2018 15:00 - 18.04.2018 16:00","5400","5325"
"18.04.2018 16:00 - 18.04.2018 17:00","5310","5268"
"18.04.2018 17:00 - 18.04.2018 18:00","5378","5331"
"18.04.2018 18:00 - 18.04.2018 19:00","5676","5549"
"18.04.2018 19:00 - 18.04.2018 20:00","6226","6194"
"18.04.2018 20:00 - 18.04.2018 21:00","6213","6104"
"18.04.2018 21:00 - 18.04.2018 22:00","5573","5523"
"18.04.2018 22:00 - 18.04.2018 23:00","5133","5073"
"18.04.2018 23:00 - 19.04.2018 00:00","4647","4599"
"19.04.2018 00:00 - 19.04.2018 01:00","4316","4273"
"19.04.2018 01:00 - 19.04.2018 02:00","4214","4097"
"19.04.2018 02:00 - 19.04.2018 03:00","4126","3963"
"19.04.2018 03:00 - 19.04.2018 04:00","4096","3965"
"19.04.2018 04:00 - 19.04.2018 05:00","4175","4057"
"19.04.2018 05:00 - 19.04.2018 06:00","4467","4386"
"19.04.2018 06:00 - 19.04.2018 07:00","5001","4859"
"19.04.2018 07:00 - 19.04.2018 08:00","5488","5403"
"19.04.2018 08:00 - 19.04.2018 09:00","5792","5761"
"19.04.2018 09:00 - 19.04.2018 10:00","5916","5910"
"19.04.2018 10:00 - 19.04.2018 11:00","6017","5996"
"19.04.2018 11:00 - 19.04.2018 12:00","6066","6114"
"19.04.2018 12:00 - 19.04.2018 13:00","6033","6026"
"19.04.2018 13:00 - 19.04.2018 14:00","5800","5760"
"19.04.2018 14:00 - 19.04.2018 15:00","5568","5475"
"19.04.2018 15:00 - 19.04.2018 16:00","5370","5260"
"19.04.2018 16:00 - 19.04.2018 17:00","5327","5170"
"19.04.2018 17:00 - 19.04.2018 18:00","5420","5176"
"19.04.2018 18:00 - 19.04.2018 19:00","5648","5368"
"19.04.2018 19:00 - 19.04.2018 20:00","6239","5973"
"19.04.2018 20:00 - 19.04.2018 21:00","6237","6039"
"19.04.2018 21:00 - 19.04.2018 22:00","5596","5482"
"19.04.2018 22:00 - 19.04.2018 23:00","5166","5074"
"19.04.2018 23:00 - 20.04.2018 00:00","4635","4626"
"20.04.2018 00:00 - 20.04.2018 01:00","4274","4297"
"20.04.2018 01:00 - 20.04.2018 02:00","4112","4160"
"20.04.2018 02:00 - 20.04.2018 03:00","3985","4097"
"20.04.2018 03:00 - 20.04.2018 04:00","3975","4064"
"20.04.2018 04:00 - 20.04.2018 05:00","4063","4186"
"20.04.2018 05:00 - 20.04.2018 06:00","4387","4456"
"20.04.2018 06:00 - 20.04.2018 07:00","4937","4911"
"20.04.2018 07:00 - 20.04.2018 08:00","5486","5492"
"20.04.2018 08:00 - 20.04.2018 09:00","5827","5851"
"20.04.2018 09:00 - 20.04.2018 10:00","6003","5969"
"20.04.2018 10:00 - 20.04.2018 11:00","6155","6027"
"20.04.2018 11:00 - 20.04.2018 12:00","6166","6083"
"20.04.2018 12:00 - 20.04.2018 13:00","6038","6025"
"20.04.2018 13:00 - 20.04.2018 14:00","5736","5773"
"20.04.2018 14:00 - 20.04.2018 15:00","5450","5496"
"20.04.2018 15:00 - 20.04.2018 16:00","5303","5232"
"20.04.2018 16:00 - 20.04.2018 17:00","5230","5156"
"20.04.2018 17:00 - 20.04.2018 18:00","5347","5187"
"20.04.2018 18:00 - 20.04.2018 19:00","5664","5362"
"20.04.2018 19:00 - 20.04.2018 20:00","6247","5898"
"20.04.2018 20:00 - 20.04.2018 21:00","6246","5901"
"20.04.2018 21:00 - 20.04.2018 22:00","5585","5331"
"20.04.2018 22:00 - 20.04.2018 23:00","5164","4935"
"20.04.2018 23:00 - 21.04.2018 00:00","4719","4524"
"21.04.2018 00:00 - 21.04.2018 01:00","4408","4224"
"21.04.2018 01:00 - 21.04.2018 02:00","4246","4111"
"21.04.2018 02:00 - 21.04.2018 03:00","4118","3988"
"21.04.2018 03:00 - 21.04.2018 04:00","4058","3900"
"21.04.2018 04:00 - 21.04.2018 05:00","4088","3946"
"21.04.2018 05:00 - 21.04.2018 06:00","4170","4091"
"21.04.2018 06:00 - 21.04.2018 07:00","4466","4324"
"21.04.2018 07:00 - 21.04.2018 08:00","4986","4831"
"21.04.2018 08:00 - 21.04.2018 09:00","5494","5303"
"21.04.2018 09:00 - 21.04.2018 10:00","5804","5570"
"21.04.2018 10:00 - 21.04.2018 11:00","5936","5759"
"21.04.2018 11:00 - 21.04.2018 12:00","6033","5905"
"21.04.2018 12:00 - 21.04.2018 13:00","6004","5843"
"21.04.2018 13:00 - 21.04.2018 14:00","5794","5529"
"21.04.2018 14:00 - 21.04.2018 15:00","5558","5307"
"21.04.2018 15:00 - 21.04.2018 16:00","5320","5122"
"21.04.2018 16:00 - 21.04.2018 17:00","5252","5042"
"21.04.2018 17:00 - 21.04.2018 18:00","5262","5103"
"21.04.2018 18:00 - 21.04.2018 19:00","5456","5316"
"21.04.2018 19:00 - 21.04.2018 20:00","5931","5902"
"21.04.2018 20:00 - 21.04.2018 21:00","5959","6013"
"21.04.2018 21:00 - 21.04.2018 22:00","5448","5555"
"21.04.2018 22:00 - 21.04.2018 23:00","4988","5086"
"21.04.2018 23:00 - 22.04.2018 00:00","4522","4699"
"22.04.2018 00:00 - 22.04.2018 01:00","4172","4339"
"22.04.2018 01:00 - 22.04.2018 02:00","3999","4187"
"22.04.2018 02:00 - 22.04.2018 03:00","3861","4058"
"22.04.2018 03:00 - 22.04.2018 04:00","3821","3983"
"22.04.2018 04:00 - 22.04.2018 05:00","3841","3999"
"22.04.2018 05:00 - 22.04.2018 06:00","3845","4035"
"22.04.2018 06:00 - 22.04.2018 07:00","4020","4153"
"22.04.2018 07:00 - 22.04.2018 08:00","4372","4505"
"22.04.2018 08:00 - 22.04.2018 09:00","4740","4975"
"22.04.2018 09:00 - 22.04.2018 10:00","5124","5334"
"22.04.2018 10:00 - 22.04.2018 11:00","5387","5639"
"22.04.2018 11:00 - 22.04.2018 12:00","5487","5727"
"22.04.2018 12:00 - 22.04.2018 13:00","5379","5599"
"22.04.2018 13:00 - 22.04.2018 14:00","5011","5197"
"22.04.2018 14:00 - 22.04.2018 15:00","4801","4954"
"22.04.2018 15:00 - 22.04.2018 16:00","4683","4766"
"22.04.2018 16:00 - 22.04.2018 17:00","4699","4735"
"22.04.2018 17:00 - 22.04.2018 18:00","4806","4819"
"22.04.2018 18:00 - 22.04.2018 19:00","5065","5055"
"22.04.2018 19:00 - 22.04.2018 20:00","5616","5716"
"22.04.2018 20:00 - 22.04.2018 21:00","5743","5969"
"22.04.2018 21:00 - 22.04.2018 22:00","5331","5526"
"22.04.2018 22:00 - 22.04.2018 23:00","4901","5027"
"22.04.2018 23:00 - 23.04.2018 00:00","4662","4548"
"23.04.2018 00:00 - 23.04.2018 01:00","4330","4214"
"23.04.2018 01:00 - 23.04.2018 02:00","4179","4101"
"23.04.2018 02:00 - 23.04.2018 03:00","4061","4001"
"23.04.2018 03:00 - 23.04.2018 04:00","4011","4021"
"23.04.2018 04:00 - 23.04.2018 05:00","4160","4160"
"23.04.2018 05:00 - 23.04.2018 06:00","4514","4375"
"23.04.2018 06:00 - 23.04.2018 07:00","5188","4896"
"23.04.2018 07:00 - 23.04.2018 08:00","5690","5399"
"23.04.2018 08:00 - 23.04.2018 09:00","6039","5751"
"23.04.2018 09:00 - 23.04.2018 10:00","6185","5904"
"23.04.2018 10:00 - 23.04.2018 11:00","6232","6052"
"23.04.2018 11:00 - 23.04.2018 12:00","6247","6151"
"23.04.2018 12:00 - 23.04.2018 13:00","6250","6122"
"23.04.2018 13:00 - 23.04.2018 14:00","6027","5908"
"23.04.2018 14:00 - 23.04.2018 15:00","5788","5667"
"23.04.2018 15:00 - 23.04.2018 16:00","5563","5448"
"23.04.2018 16:00 - 23.04.2018 17:00","5488","5331"
"23.04.2018 17:00 - 23.04.2018 18:00","5535","5341"
"23.04.2018 18:00 - 23.04.2018 19:00","5742","5490"
"23.04.2018 19:00 - 23.04.2018 20:00","6285","6080"
"23.04.2018 20:00 - 23.04.2018 21:00","6312","6182"
"23.04.2018 21:00 - 23.04.2018 22:00","5761","5573"
"23.04.2018 22:00 - 23.04.2018 23:00","5311","5215"
"23.04.2018 23:00 - 24.04.2018 00:00","4754","4750"
"24.04.2018 00:00 - 24.04.2018 01:00","4403","4404"
"24.04.2018 01:00 - 24.04.2018 02:00","4251","4277"
"24.04.2018 02:00 - 24.04.2018 03:00","4153","4184"
"24.04.2018 03:00 - 24.04.2018 04:00","4134","4170"
"24.04.2018 04:00 - 24.04.2018 05:00","4242","4290"
"24.04.2018 05:00 - 24.04.2018 06:00","4488","4531"
"24.04.2018 06:00 - 24.04.2018 07:00","5013","5092"
"24.04.2018 07:00 - 24.04.2018 08:00","5545","5653"
"24.04.2018 08:00 - 24.04.2018 09:00","5922","6065"
"24.04.2018 09:00 - 24.04.2018 10:00","6056","6164"
"24.04.2018 10:00 - 24.04.2018 11:00","6162","6262"
"24.04.2018 11:00 - 24.04.2018 12:00","6232","6258"
"24.04.2018 12:00 - 24.04.2018 13:00","6178","6189"
"24.04.2018 13:00 - 24.04.2018 14:00","5903","5954"
"24.04.2018 14:00 - 24.04.2018 15:00","5622","5708"
"24.04.2018 15:00 - 24.04.2018 16:00","5386","5473"
"24.04.2018 16:00 - 24.04.2018 17:00","5288","5386"
"24.04.2018 17:00 - 24.04.2018 18:00","5374","5402"
"24.04.2018 18:00 - 24.04.2018 19:00","5604","5545"
"24.04.2018 19:00 - 24.04.2018 20:00","6148","6086"
"24.04.2018 20:00 - 24.04.2018 21:00","6213","6123"
"24.04.2018 21:00 - 24.04.2018 22:00","5612","5555"
"24.04.2018 22:00 - 24.04.2018 23:00","5172","5134"
"24.04.2018 23:00 - 25.04.2018 00:00","4781","4665"
"25.04.2018 00:00 - 25.04.2018 01:00","4420","4329"
"25.04.2018 01:00 - 25.04.2018 02:00","4297","4164"
"25.04.2018 02:00 - 25.04.2018 03:00","4200","4083"
"25.04.2018 03:00 - 25.04.2018 04:00","4180","4066"
"25.04.2018 04:00 - 25.04.2018 05:00","4279","4200"
"25.04.2018 05:00 - 25.04.2018 06:00","4525","4460"
"25.04.2018 06:00 - 25.04.2018 07:00","5070","4995"
"25.04.2018 07:00 - 25.04.2018 08:00","5611","5555"
"25.04.2018 08:00 - 25.04.2018 09:00","5997","5962"
"25.04.2018 09:00 - 25.04.2018 10:00","6125","6162"
"25.04.2018 10:00 - 25.04.2018 11:00","6209","6301"
"25.04.2018 11:00 - 25.04.2018 12:00","6237","6271"
"25.04.2018 12:00 - 25.04.2018 13:00","6197","6157"
"25.04.2018 13:00 - 25.04.2018 14:00","5976","5929"
"25.04.2018 14:00 - 25.04.2018 15:00","5686","5663"
"25.04.2018 15:00 - 25.04.2018 16:00","5453","5453"
"25.04.2018 16:00 - 25.04.2018 17:00","5323","5398"
"25.04.2018 17:00 - 25.04.2018 18:00","5405","5441"
"25.04.2018 18:00 - 25.04.2018 19:00","5583","5572"
"25.04.2018 19:00 - 25.04.2018 20:00","6104","6092"
"25.04.2018 20:00 - 25.04.2018 21:00","6210","6191"
"25.04.2018 21:00 - 25.04.2018 22:00","5639","5629"
"25.04.2018 22:00 - 25.04.2018 23:00","5229","5209"
"25.04.2018 23:00 - 26.04.2018 00:00","4753","4726"
"26.04.2018 00:00 - 26.04.2018 01:00","4413","4435"
"26.04.2018 01:00 - 26.04.2018 02:00","4290","4260"
"26.04.2018 02:00 - 26.04.2018 03:00","4193","4174"
"26.04.2018 03:00 - 26.04.2018 04:00","4153","4170"
"26.04.2018 04:00 - 26.04.2018 05:00","4253","4278"
"26.04.2018 05:00 - 26.04.2018 06:00","4558","4513"
"26.04.2018 06:00 - 26.04.2018 07:00","5136","5084"
"26.04.2018 07:00 - 26.04.2018 08:00","5639","5583"
"26.04.2018 08:00 - 26.04.2018 09:00","6058","6056"
"26.04.2018 09:00 - 26.04.2018 10:00","6215","6306"
"26.04.2018 10:00 - 26.04.2018 11:00","6309","6436"
"26.04.2018 11:00 - 26.04.2018 12:00","6336","6503"
"26.04.2018 12:00 - 26.04.2018 13:00","6273","6386"
"26.04.2018 13:00 - 26.04.2018 14:00","5954","6116"
"26.04.2018 14:00 - 26.04.2018 15:00","5644","5834"
"26.04.2018 15:00 - 26.04.2018 16:00","5384","5629"
"26.04.2018 16:00 - 26.04.2018 17:00","5352","5550"
"26.04.2018 17:00 - 26.04.2018 18:00","5485","5638"
"26.04.2018 18:00 - 26.04.2018 19:00","5665","5764"
"26.04.2018 19:00 - 26.04.2018 20:00","6188","6256"
"26.04.2018 20:00 - 26.04.2018 21:00","6272","6355"
"26.04.2018 21:00 - 26.04.2018 22:00","5632","5685"
"26.04.2018 22:00 - 26.04.2018 23:00","5202","5236"
"26.04.2018 23:00 - 27.04.2018 00:00","4735","4750"
"27.04.2018 00:00 - 27.04.2018 01:00","4424","4433"
"27.04.2018 01:00 - 27.04.2018 02:00","4271","4304"
"27.04.2018 02:00 - 27.04.2018 03:00","4174","4236"
"27.04.2018 03:00 - 27.04.2018 04:00","4163","4184"
"27.04.2018 04:00 - 27.04.2018 05:00","4263","4295"
"27.04.2018 05:00 - 27.04.2018 06:00","4501","4547"
"27.04.2018 06:00 - 27.04.2018 07:00","5082","5114"
"27.04.2018 07:00 - 27.04.2018 08:00","5602","5652"
"27.04.2018 08:00 - 27.04.2018 09:00","5987","6059"
"27.04.2018 09:00 - 27.04.2018 10:00","6135","6270"
"27.04.2018 10:00 - 27.04.2018 11:00","6245","6400"
"27.04.2018 11:00 - 27.04.2018 12:00","6279","6432"
"27.04.2018 12:00 - 27.04.2018 13:00","6187","6353"
"27.04.2018 13:00 - 27.04.2018 14:00","5942","6105"
"27.04.2018 14:00 - 27.04.2018 15:00","5719","5903"
"27.04.2018 15:00 - 27.04.2018 16:00","5507","5717"
"27.04.2018 16:00 - 27.04.2018 17:00","5434","5641"
"27.04.2018 17:00 - 27.04.2018 18:00","5503","5659"
"27.04.2018 18:00 - 27.04.2018 19:00","5652","5723"
"27.04.2018 19:00 - 27.04.2018 20:00","6099","6144"
"27.04.2018 20:00 - 27.04.2018 21:00","6194","6200"
"27.04.2018 21:00 - 27.04.2018 22:00","5624","5674"
"27.04.2018 22:00 - 27.04.2018 23:00","5213","5271"
"27.04.2018 23:00 - 28.04.2018 00:00","4872","4881"
"28.04.2018 00:00 - 28.04.2018 01:00","4530","4547"
"28.04.2018 01:00 - 28.04.2018 02:00","4377","4401"
"28.04.2018 02:00 - 28.04.2018 03:00","4251","4261"
"28.04.2018 03:00 - 28.04.2018 04:00","4180","4196"
"28.04.2018 04:00 - 28.04.2018 05:00","4200","4228"
"28.04.2018 05:00 - 28.04.2018 06:00","4287","4281"
"28.04.2018 06:00 - 28.04.2018 07:00","4591","4525"
"28.04.2018 07:00 - 28.04.2018 08:00","5138","5063"
"28.04.2018 08:00 - 28.04.2018 09:00","5623","5591"
"28.04.2018 09:00 - 28.04.2018 10:00","5890","5901"
"28.04.2018 10:00 - 28.04.2018 11:00","6040","6083"
"28.04.2018 11:00 - 28.04.2018 12:00","6143","6233"
"28.04.2018 12:00 - 28.04.2018 13:00","6123","6192"
"28.04.2018 13:00 - 28.04.2018 14:00","5795","5927"
"28.04.2018 14:00 - 28.04.2018 15:00","5498","5607"
"28.04.2018 15:00 - 28.04.2018 16:00","5312","5423"
"28.04.2018 16:00 - 28.04.2018 17:00","5244","5287"
"28.04.2018 17:00 - 28.04.2018 18:00","5344","5307"
"28.04.2018 18:00 - 28.04.2018 19:00","5553","5436"
"28.04.2018 19:00 - 28.04.2018 20:00","5937","5882"
"28.04.2018 20:00 - 28.04.2018 21:00","6011","5986"
"28.04.2018 21:00 - 28.04.2018 22:00","5551","5548"
"28.04.2018 22:00 - 28.04.2018 23:00","5130","5070"
"28.04.2018 23:00 - 29.04.2018 00:00","4680","4707"
"29.04.2018 00:00 - 29.04.2018 01:00","4340","4355"
"29.04.2018 01:00 - 29.04.2018 02:00","4165","4181"
"29.04.2018 02:00 - 29.04.2018 03:00","4019","4056"
"29.04.2018 03:00 - 29.04.2018 04:00","3970","3983"
"29.04.2018 04:00 - 29.04.2018 05:00","3969","3984"
"29.04.2018 05:00 - 29.04.2018 06:00","3936","3953"
"29.04.2018 06:00 - 29.04.2018 07:00","4102","4108"
"29.04.2018 07:00 - 29.04.2018 08:00","4431","4503"
"29.04.2018 08:00 - 29.04.2018 09:00","4811","4900"
"29.04.2018 09:00 - 29.04.2018 10:00","5201","5310"
"29.04.2018 10:00 - 29.04.2018 11:00","5517","5603"
"29.04.2018 11:00 - 29.04.2018 12:00","5637","5761"
"29.04.2018 12:00 - 29.04.2018 13:00","5508","5669"
"29.04.2018 13:00 - 29.04.2018 14:00","5071","5243"
"29.04.2018 14:00 - 29.04.2018 15:00","4774","5027"
"29.04.2018 15:00 - 29.04.2018 16:00","4647","4857"
"29.04.2018 16:00 - 29.04.2018 17:00","4664","4911"
"29.04.2018 17:00 - 29.04.2018 18:00","4823","5011"
"29.04.2018 18:00 - 29.04.2018 19:00","5059","5189"
"29.04.2018 19:00 - 29.04.2018 20:00","5508","5645"
"29.04.2018 20:00 - 29.04.2018 21:00","5779","5881"
"29.04.2018 21:00 - 29.04.2018 22:00","5389","5467"
"29.04.2018 22:00 - 29.04.2018 23:00","4970","5035"
"29.04.2018 23:00 - 30.04.2018 00:00","4542","4632"
"30.04.2018 00:00 - 30.04.2018 01:00","4201","4314"
"30.04.2018 01:00 - 30.04.2018 02:00","4055","4152"
"30.04.2018 02:00 - 30.04.2018 03:00","3960","3996"
"30.04.2018 03:00 - 30.04.2018 04:00","3940","3985"
"30.04.2018 04:00 - 30.04.2018 05:00","4040","4105"
"30.04.2018 05:00 - 30.04.2018 06:00","4305","4382"
"30.04.2018 06:00 - 30.04.2018 07:00","4936","4811"
"30.04.2018 07:00 - 30.04.2018 08:00","5503","5328"
"30.04.2018 08:00 - 30.04.2018 09:00","5881","5646"
"30.04.2018 09:00 - 30.04.2018 10:00","6026","5851"
"30.04.2018 10:00 - 30.04.2018 11:00","6128","5956"
"30.04.2018 11:00 - 30.04.2018 12:00","6195","5963"
"30.04.2018 12:00 - 30.04.2018 13:00","6187","5972"
"30.04.2018 13:00 - 30.04.2018 14:00","5939","5849"
"30.04.2018 14:00 - 30.04.2018 15:00","5646","5663"
"30.04.2018 15:00 - 30.04.2018 16:00","5426","5465"
"30.04.2018 16:00 - 30.04.2018 17:00","5375","5369"
"30.04.2018 17:00 - 30.04.2018 18:00","5429","5326"
"30.04.2018 18:00 - 30.04.2018 19:00","5611","5463"
"30.04.2018 19:00 - 30.04.2018 20:00","6057","5951"
"30.04.2018 20:00 - 30.04.2018 21:00","6221","6067"
"30.04.2018 21:00 - 30.04.2018 22:00","5680","5541"
"30.04.2018 22:00 - 30.04.2018 23:00","5219","5091"
"30.04.2018 23:00 - 01.05.2018 00:00","4810","4662"
"01.05.2018 00:00 - 01.05.2018 01:00","4449","4322"
"01.05.2018 01:00 - 01.05.2018 02:00","4212","4133"
"01.05.2018 02:00 - 01.05.2018 03:00","4068","4017"
"01.05.2018 03:00 - 01.05.2018 04:00","3968","3905"
"01.05.2018 04:00 - 01.05.2018 05:00","3978","3878"
"01.05.2018 05:00 - 01.05.2018 06:00","3926","3768"
"01.05.2018 06:00 - 01.05.2018 07:00","4129","3901"
"01.05.2018 07:00 - 01.05.2018 08:00","4625","4308"
"01.05.2018 08:00 - 01.05.2018 09:00","5106","4785"
"01.05.2018 09:00 - 01.05.2018 10:00","5386","5077"
"01.05.2018 10:00 - 01.05.2018 11:00","5532","5168"
"01.05.2018 11:00 - 01.05.2018 12:00","5549","5157"
"01.05.2018 12:00 - 01.05.2018 13:00","5404","5039"
"01.05.2018 13:00 - 01.05.2018 14:00","5036","4724"
"01.05.2018 14:00 - 01.05.2018 15:00","4766","4523"
"01.05.2018 15:00 - 01.05.2018 16:00","4648","4442"
"01.05.2018 16:00 - 01.05.2018 17:00","4735","4468"
"01.05.2018 17:00 - 01.05.2018 18:00","4864","4589"
"01.05.2018 18:00 - 01.05.2018 19:00","5109","4795"
"01.05.2018 19:00 - 01.05.2018 20:00","5556","5318"
"01.05.2018 20:00 - 01.05.2018 21:00","5900","5608"
"01.05.2018 21:00 - 01.05.2018 22:00","5468","5201"
"01.05.2018 22:00 - 01.05.2018 23:00","5048","4773"
"01.05.2018 23:00 - 02.05.2018 00:00","4485","4349"
"02.05.2018 00:00 - 02.05.2018 01:00","4155","3999"
"02.05.2018 01:00 - 02.05.2018 02:00","4006","3891"
"02.05.2018 02:00 - 02.05.2018 03:00","3924","3813"
"02.05.2018 03:00 - 02.05.2018 04:00","3914","3813"
"02.05.2018 04:00 - 02.05.2018 05:00","4004","3962"
"02.05.2018 05:00 - 02.05.2018 06:00","4253","4201"
"02.05.2018 06:00 - 02.05.2018 07:00","4821","4772"
"02.05.2018 07:00 - 02.05.2018 08:00","5390","5421"
"02.05.2018 08:00 - 02.05.2018 09:00","5816","5870"
"02.05.2018 09:00 - 02.05.2018 10:00","6008","6072"
