ParticipantID,BatteryChargeStartMonth,BatteryChargeStartDay,BatteryChargeStartHour,BatteryChargeStopMonth,BatteryChargeStopDay,BatteryChargeStopHour,ChargingTime(min),Starting_SoC,Ending_SoC,SoC_Diff
SS201,8,5,11,8,5,11,23.0,0.25,0.25,0.0
JD07,8,4,23,8,5,2,196.0,0.58,1.0,0.42
ST1045,8,5,8,8,5,8,24.0,0.42,0.42,0.0
ST1082,8,5,5,8,5,11,353.0,0.17,1.0,0.83
ST1055,8,5,13,8,5,14,61.0,0.75,0.83,0.08
ST1035,8,4,14,8,4,17,169.0,0.67,1.0,0.33
YH10,8,4,18,8,4,21,212.0,0.5,1.0,0.5
ST1101,8,4,18,8,5,0,353.0,0.25,1.0,0.75
GC05,8,5,10,8,5,16,384.0,0.17,0.83,0.66
ST1045,8,5,8,8,5,12,217.0,0.42,0.75,0.33
ST1045,8,5,12,8,5,13,61.0,0.75,0.92,0.17
ST1009,8,4,23,8,4,23,36.0,0.58,0.75,0.17
WC04,8,5,15,8,5,16,65.0,0.5,0.67,0.17
WC04,8,4,18,8,4,19,53.0,0.67,0.83,0.16
ST1042,8,4,14,8,4,16,138.0,0.92,1.0,0.08
ST1042,8,4,19,8,4,20,52.0,1.0,1.0,0.0
SS203,8,4,19,8,4,21,110.0,0.5,0.83,0.33
CRG10,8,4,17,8,4,19,166.0,0.67,1.0,0.33
CRG08,8,5,6,8,5,7,51.0,0.67,0.75,0.08
ST1077,8,4,17,8,4,21,271.0,0.42,1.0,0.58
MC07,8,4,20,8,4,21,69.0,0.92,1.0,0.08
SS211,8,5,4,8,5,9,313.0,0.25,1.0,0.75
ST1083,8,3,20,8,3,23,201.0,0.58,1.0,0.42
YH13,8,4,20,8,5,0,263.0,0.42,1.0,0.58
ST1055,8,5,16,8,5,17,38.0,0.42,0.58,0.16
SS201,8,5,12,8,5,17,309.0,0.25,1.0,0.75
ST1069,8,4,19,8,5,0,281.0,0.33,1.0,0.67
ST1064,8,4,21,8,4,23,136.0,0.75,1.0,0.25
ST1002,8,5,21,8,6,1,274.0,0.42,1.0,0.58
CRG10,8,5,18,8,5,20,106.0,0.83,1.0,0.17
ST1045,8,6,9,8,6,14,270.0,0.42,1.0,0.58
ST1082,8,6,6,8,6,11,356.0,0.17,1.0,0.83
SS03,8,5,18,8,5,21,145.0,0.75,1.0,0.25
ST1048,8,4,6,8,4,11,318.0,0.25,1.0,0.75
ST1069,8,5,19,8,5,21,157.0,0.75,1.0,0.25
WC04,8,5,16,8,5,17,37.0,0.67,0.83,0.16
CC06,8,5,20,8,5,22,139.0,0.67,1.0,0.33
ST1079,8,5,9,8,5,12,173.0,0.58,1.0,0.42
ST1079,8,6,14,8,6,16,99.0,0.58,0.83,0.25
GC10,8,6,8,8,6,14,356.0,0.5,1.0,0.5
ST1039,8,6,8,8,6,17,531.0,0.17,1.0,0.83
ST1010,8,5,17,8,5,21,292.0,0.33,1.0,0.67
MC06,8,5,17,8,5,19,138.0,0.67,1.0,0.33
SS07,8,6,18,8,6,20,143.0,0.67,1.0,0.33
BL08,8,5,17,8,5,18,54.0,1.0,1.0,0.0
ST1042,8,6,15,8,6,16,105.0,0.5,0.83,0.33
ST1028,8,6,12,8,6,14,138.0,0.75,1.0,0.25
BL03,8,6,14,8,6,15,57.0,0.42,0.58,0.16
ST1085,8,5,12,8,5,17,333.0,0.17,1.0,0.83
ST1032,8,6,8,8,6,11,187.0,0.67,1.0,0.33
ST1058,8,5,17,8,5,22,268.0,0.42,1.0,0.58
SW01,8,5,18,8,5,21,221.0,0.58,1.0,0.42
SS04,8,6,13,8,6,18,292.0,0.25,1.0,0.75
SS04,8,6,10,8,6,11,31.0,0.25,0.33,0.08
ST1103,8,6,12,8,6,16,264.0,0.25,0.92,0.67
YH11,8,6,5,8,6,10,313.0,0.33,1.0,0.67
ST1055,8,5,21,8,6,3,354.0,0.25,1.0,0.75
ST1068,8,6,16,8,6,19,184.0,0.42,1.0,0.58
ST1009,8,5,23,8,6,2,192.0,0.25,1.0,0.75
SW11,8,6,10,8,6,15,339.0,0.08,0.67,0.59
ST1083,8,5,18,8,5,18,25.0,0.25,0.83,0.58
ST1083,8,5,19,8,5,20,96.0,0.75,1.0,0.25
MC04,8,6,5,8,6,8,157.0,0.67,1.0,0.33
YH05,8,6,6,8,6,8,172.0,0.67,1.0,0.33
ST1007,8,5,18,8,5,23,287.0,0.5,1.0,0.5
SW10,8,5,8,8,5,11,187.0,0.58,1.0,0.42
BL03,8,5,10,8,5,11,65.0,0.58,0.83,0.25
JD10,8,4,23,8,5,3,238.0,0.5,1.0,0.5
GC01,8,6,12,8,6,14,118.0,0.25,0.58,0.33
ST1028,8,6,11,8,6,11,30.0,0.5,0.92,0.42
CRG06,8,5,16,8,5,21,345.0,0.25,1.0,0.75
ST1084,8,5,17,8,5,18,103.0,0.75,1.0,0.25
YH05,8,5,16,8,5,22,357.0,0.5,1.0,0.5
SW12,8,5,15,8,5,20,262.0,0.67,1.0,0.33
ST1037,8,5,17,8,5,23,333.0,0.25,1.0,0.75
ST1067,8,5,15,8,5,18,195.0,0.58,1.0,0.42
CRG04,8,5,22,8,6,1,225.0,0.58,1.0,0.42
ST1028,8,6,16,8,6,17,33.0,0.58,0.92,0.34
ST1101,8,5,19,8,5,21,111.0,0.83,1.0,0.17
ST1002,8,6,15,8,6,16,83.0,0.67,0.92,0.25
CRG02,8,5,21,8,5,23,163.0,0.67,1.0,0.33
YH10,8,5,20,8,5,22,173.0,0.67,1.0,0.33
ST1001,8,5,18,8,5,23,333.0,0.58,1.0,0.42
SS11,8,6,9,8,6,10,25.0,0.08,0.75,0.67
ST1019,8,5,18,8,5,22,219.0,0.33,1.0,0.67
ST1042,8,5,16,8,5,19,168.0,0.67,1.0,0.33
ST1090,8,5,23,8,6,7,486.0,0.25,1.0,0.75
ST1003,8,5,23,8,6,1,137.0,0.75,1.0,0.25
SS07,8,6,14,8,6,16,88.0,0.67,0.75,0.08
ST1065,8,6,5,8,6,6,31.0,0.17,0.33,0.16
ST1065,8,6,6,8,6,6,10.0,0.25,0.5,0.25
ST1065,8,6,7,8,6,8,41.0,0.0,0.75,0.75
ST1002,8,6,10,8,6,12,103.0,0.92,1.0,0.08
JD09,8,5,15,8,5,18,177.0,0.67,1.0,0.33
SS01,8,5,16,8,5,18,118.0,0.83,1.0,0.17
ST1076,8,6,5,8,6,7,100.0,0.5,0.75,0.25
ST1060,8,5,18,8,5,19,57.0,1.0,1.0,0.0
ST1092,8,5,9,8,5,12,182.0,0.67,1.0,0.33
ST1069,8,6,17,8,6,18,94.0,0.42,0.67,0.25
JD04,8,5,8,8,5,13,293.0,0.33,1.0,0.67
YH08,8,6,17,8,6,18,50.0,0.42,0.58,0.16
ST1098,8,5,18,8,5,21,190.0,0.58,1.0,0.42
ST1104,8,5,20,8,6,0,256.0,0.42,1.0,0.58
ST1094,8,5,11,8,5,12,69.0,0.42,0.83,0.41
ST1074,8,5,18,8,5,22,225.0,0.58,1.0,0.42
ST1064,8,5,18,8,5,20,123.0,0.75,1.0,0.25
JD01,8,5,13,8,5,13,20.0,0.67,0.67,0.0
JD01,8,5,13,8,5,14,35.0,0.67,0.75,0.08
JD01,8,5,14,8,5,15,36.0,0.75,0.92,0.17
JD01,8,5,15,8,5,15,20.0,0.92,0.92,0.0
JD01,8,5,16,8,5,16,20.0,0.92,0.92,0.0
YH06,8,5,18,8,5,22,219.0,0.58,1.0,0.42
CRG08,8,6,6,8,6,7,57.0,0.67,0.75,0.08
CRG03,8,5,19,8,5,23,239.0,0.42,1.0,0.58
SS07,8,5,20,8,5,21,63.0,0.75,0.83,0.08
ST1072,8,5,16,8,5,16,42.0,0.25,0.92,0.67
ST1072,8,5,23,8,6,4,287.0,0.33,1.0,0.67
ST1031,8,6,1,8,6,4,176.0,0.67,1.0,0.33
ST1061,8,6,3,8,6,5,129.0,0.75,1.0,0.25
SS211,8,6,17,8,6,17,30.0,0.33,0.42,0.09
YH13,8,5,21,8,6,1,214.0,0.5,1.0,0.5
ST1082,8,5,20,8,5,22,124.0,0.5,0.75,0.25
ST1057,8,5,18,8,5,22,232.0,0.5,1.0,0.5
ST1053,8,5,21,8,6,2,326.0,0.33,1.0,0.67
ST1086,8,5,16,8,5,20,230.0,0.17,1.0,0.83
CRG09,8,5,17,8,5,23,350.0,0.17,1.0,0.83
ST1028,8,6,1,8,6,4,174.0,0.67,1.0,0.33
ST1028,8,6,6,8,6,7,47.0,0.42,1.0,0.58
WC11,8,5,15,8,5,18,188.0,0.67,1.0,0.33
ST1107,8,6,11,8,6,11,32.0,0.08,0.83,0.75
ST1002,8,6,9,8,6,10,39.0,0.83,0.92,0.09
ST1111,8,5,18,8,5,21,203.0,0.58,1.0,0.42
ST1061,8,7,1,8,7,5,258.0,0.08,1.0,0.92
SS10,8,6,16,8,6,19,196.0,0.5,1.0,0.5
SS203,8,5,16,8,5,18,111.0,0.5,0.83,0.33
SS203,8,6,18,8,6,20,106.0,0.5,0.83,0.33
ST1107,8,7,10,8,7,11,45.0,0.58,0.92,0.34
ST1048,8,7,10,8,7,12,103.0,1.0,1.0,0.0
BL03,8,6,15,8,6,17,103.0,0.5,0.83,0.33
ST1067,8,6,15,8,6,18,184.0,0.67,1.0,0.33
ST1071,8,7,5,8,7,5,12.0,0.67,0.83,0.16
ST1069,8,6,21,8,7,0,205.0,0.58,1.0,0.42
SS01,8,6,17,8,6,18,95.0,0.83,1.0,0.17
SS01,8,6,20,8,6,20,25.0,1.0,1.0,0.0
YH06,8,7,17,8,7,17,8.0,0.42,0.42,0.0
ST1105,8,7,9,8,7,11,102.0,0.5,0.75,0.25
ST1050,8,5,18,8,5,20,154.0,0.75,1.0,0.25
ST1050,8,6,16,8,6,20,224.0,0.42,1.0,0.58
ST1042,8,7,12,8,7,15,199.0,0.67,1.0,0.33
ST1086,8,6,14,8,6,17,166.0,0.42,1.0,0.58
MC09,8,5,16,8,5,20,227.0,0.5,1.0,0.5
MC09,8,6,17,8,6,21,247.0,0.42,1.0,0.58
ST1042,8,6,17,8,6,22,267.0,0.58,1.0,0.42
ST1055,8,6,20,8,7,0,238.0,0.5,1.0,0.5
ST1104,8,6,20,8,6,23,191.0,0.58,1.0,0.42
CRG08,8,7,6,8,7,7,60.0,0.42,0.58,0.16
MC04,8,6,17,8,6,22,310.0,0.33,1.0,0.67
GC01,8,7,9,8,7,10,34.0,0.25,0.83,0.58
YH13,8,6,22,8,7,1,168.0,0.67,1.0,0.33
CRG11,8,6,20,8,7,1,277.0,0.33,1.0,0.67
ST1070,8,7,16,8,7,17,16.0,0.25,0.75,0.5
ST1071,8,7,9,8,7,9,42.0,0.08,0.92,0.84
YH12,8,7,5,8,7,12,385.0,0.33,1.0,0.67
ST1070,8,7,7,8,7,8,49.0,0.33,0.92,0.59
ST1075,8,5,19,8,5,20,35.0,0.08,0.92,0.84
SS212,8,7,9,8,7,10,89.0,0.5,0.58,0.08
ST1065,8,7,7,8,7,12,270.0,0.5,1.0,0.5
MC02,8,7,12,8,7,13,72.0,0.17,0.42,0.25
SS202,8,6,11,8,6,16,292.0,0.17,1.0,0.83
SS202,8,6,17,8,6,18,57.0,1.0,1.0,0.0
ST1045,8,7,16,8,7,17,59.0,0.5,0.58,0.08
ST1048,8,7,8,8,7,10,115.0,1.0,1.0,0.0
ST1112,8,7,17,8,7,18,79.0,0.33,0.5,0.17
ST1101,8,7,8,8,7,11,166.0,0.67,1.0,0.33
ST1081,8,6,21,8,6,22,80.0,0.42,0.67,0.25
JD01,8,6,17,8,6,17,14.0,0.83,0.83,0.0
JD01,8,6,17,8,6,18,20.0,0.83,0.83,0.0
JD01,8,6,18,8,6,18,20.0,0.83,0.83,0.0
JD01,8,6,18,8,6,19,20.0,0.83,0.92,0.09
JD01,8,6,19,8,6,19,20.0,0.92,0.92,0.0
YH12,8,7,19,8,7,21,132.0,0.67,1.0,0.33
ST1064,8,6,19,8,6,21,140.0,0.75,1.0,0.25
ST1037,8,6,17,8,6,23,303.0,0.33,1.0,0.67
ST1023,8,5,11,8,5,14,224.0,0.42,1.0,0.58
ST1009,8,6,23,8,6,23,40.0,0.58,0.75,0.17
ST1103,8,7,6,8,7,10,246.0,0.5,1.0,0.5
ST1058,8,6,17,8,6,21,238.0,0.42,1.0,0.58
ST1111,8,6,17,8,6,17,20.0,0.67,0.92,0.25
ST1111,8,7,7,8,7,14,419.0,0.08,1.0,0.92
ST1032,8,6,18,8,6,21,146.0,0.75,1.0,0.25
ST1048,8,7,1,8,7,6,328.0,0.25,1.0,0.75
SW06,8,5,5,8,5,9,195.0,0.83,1.0,0.17
ST1100,8,6,17,8,7,3,604.0,0.08,1.0,0.92
ST1070,8,7,11,8,7,12,25.0,0.58,0.92,0.34
ST1012,8,6,20,8,6,22,155.0,0.25,0.67,0.42
ST1031,8,7,8,8,7,10,109.0,1.0,1.0,0.0
SS07,8,7,17,8,7,21,201.0,0.58,1.0,0.42
ST1077,8,7,9,8,7,10,68.0,0.83,1.0,0.17
ST1001,8,6,19,8,7,0,277.0,0.58,1.0,0.42
ST1082,8,6,20,8,6,22,103.0,0.58,0.75,0.17
ST1071,8,7,6,8,7,7,39.0,0.17,0.92,0.75
BL05,8,6,12,8,6,16,251.0,0.42,1.0,0.58
SS201,8,7,15,8,7,20,271.0,0.42,1.0,0.58
ST1096,8,7,14,8,7,18,257.0,0.42,1.0,0.58
BL08,8,6,8,8,6,9,64.0,1.0,1.0,0.0
YH05,8,6,14,8,6,20,362.0,0.5,1.0,0.5
SW03,8,6,17,8,6,22,284.0,0.33,1.0,0.67
MC07,8,6,13,8,6,15,78.0,0.92,1.0,0.08
SW11,8,7,13,8,7,16,135.0,0.67,0.92,0.25
ST1080,7,24,11,7,24,13,127.0,0.17,0.5,0.33
ST1080,8,7,12,8,7,13,61.0,0.5,0.67,0.17
ST1007,8,6,18,8,6,20,109.0,0.92,1.0,0.08
JD04,8,7,18,8,7,18,20.0,0.0,0.67,0.67
ST1074,8,6,20,8,7,0,289.0,0.42,1.0,0.58
ST1053,8,7,17,8,7,18,62.0,1.0,1.0,0.0
SW11,8,7,7,8,7,12,292.0,0.33,0.83,0.5
ST1057,8,7,17,8,7,18,65.0,0.58,0.75,0.17
ST1027,8,7,14,8,7,14,55.0,0.5,0.67,0.17
JD09,8,7,15,8,7,16,71.0,0.75,0.92,0.17
ST1065,8,6,16,8,6,19,172.0,0.42,1.0,0.58
ST1065,8,6,20,8,6,21,27.0,1.0,1.0,0.0
ST1010,8,6,19,8,6,23,204.0,0.58,1.0,0.42
JD04,8,7,7,8,7,11,271.0,0.42,1.0,0.58
ST1072,8,6,23,8,7,3,241.0,0.5,1.0,0.5
JD09,8,6,16,8,6,18,158.0,0.75,1.0,0.25
MC10,8,5,11,8,5,12,46.0,1.0,1.0,0.0
GC10,8,6,21,8,6,22,54.0,0.25,0.92,0.67
ST1020,8,5,17,8,5,21,273.0,0.42,1.0,0.58
GC10,8,7,7,8,7,11,222.0,0.75,1.0,0.25
MC10,8,7,10,8,7,11,85.0,0.92,1.0,0.08
MC10,8,7,14,8,7,15,59.0,0.92,1.0,0.08
ST1079,8,6,18,8,6,23,318.0,0.25,1.0,0.75
JD09,8,7,16,8,7,18,95.0,0.92,1.0,0.08
SW01,8,6,21,8,7,1,228.0,0.58,1.0,0.42
SW10,8,7,7,8,7,11,215.0,0.58,1.0,0.42
CC09,8,4,14,8,4,15,47.0,1.0,1.0,0.0
WC04,8,6,15,8,6,16,81.0,0.58,0.83,0.25
ST1053,8,6,18,8,6,23,319.0,0.25,1.0,0.75
ST1103,8,7,12,8,7,13,50.0,1.0,1.0,0.0
ST1048,8,7,13,8,7,13,8.0,1.0,1.0,0.0
GC01,8,7,10,8,7,12,91.0,0.83,1.0,0.17
ST1077,8,6,20,8,6,23,199.0,0.58,1.0,0.42
ST1048,8,7,13,8,7,14,38.0,0.92,1.0,0.08
ST1048,8,7,15,8,7,15,47.0,1.0,1.0,0.0
CRG02,8,6,21,8,6,23,144.0,0.75,1.0,0.25
ST1042,8,7,16,8,7,16,16.0,0.75,0.75,0.0
GC01,8,7,13,8,7,15,79.0,0.42,0.58,0.16
YH04,8,6,18,8,6,21,194.0,0.58,1.0,0.42
ST1112,8,7,7,8,7,11,206.0,0.25,0.58,0.33
CRG03,8,7,7,8,7,10,216.0,0.5,1.0,0.5
ST1101,8,6,19,8,7,1,351.0,0.17,1.0,0.83
ST1070,8,6,20,8,6,22,144.0,0.5,1.0,0.5
GC01,8,6,17,8,6,18,34.0,0.33,0.42,0.09
GC01,8,6,18,8,6,18,5.0,0.42,0.42,0.0
GC01,8,6,18,8,6,18,11.0,0.42,0.42,0.0
GC01,8,6,18,8,6,19,35.0,0.42,0.58,0.16
GC01,8,6,19,8,6,19,11.0,0.58,0.58,0.0
SS211,8,7,4,8,7,9,331.0,0.25,1.0,0.75
ST1045,8,7,17,8,7,17,32.0,0.58,0.67,0.09
SS07,8,7,14,8,7,15,65.0,0.75,0.92,0.17
SS206,8,6,20,8,6,22,114.0,0.42,0.83,0.41
MC07,8,7,18,8,7,20,131.0,0.75,1.0,0.25
WC04,8,8,11,8,8,12,76.0,0.58,0.83,0.25
ST1047,8,8,13,8,8,17,200.0,0.42,1.0,0.58
ST1003,8,7,22,8,8,2,252.0,0.42,1.0,0.58
ST1041,8,8,16,8,8,17,36.0,0.5,0.92,0.42
SS07,8,8,15,8,8,17,126.0,0.83,1.0,0.17
ST1082,8,7,15,8,7,20,268.0,0.42,1.0,0.58
ST1082,8,7,20,8,7,20,0.0,1.0,1.0,0.0
ST1084,8,6,18,8,6,20,114.0,0.58,1.0,0.42
MC06,8,8,13,8,8,14,71.0,0.08,0.17,0.09
BL08,8,7,17,8,7,20,143.0,0.75,1.0,0.25
CRG09,8,7,21,8,8,0,183.0,0.58,1.0,0.42
ST1007,8,8,16,8,8,16,25.0,0.25,0.25,0.0
MC07,8,8,19,8,8,20,32.0,0.33,0.42,0.09
ST1101,8,7,17,8,7,21,181.0,0.67,1.0,0.33
ST1045,8,8,8,8,8,10,120.0,0.67,0.75,0.08
ST1045,8,8,11,8,8,14,180.0,0.75,1.0,0.25
ST1077,8,7,20,8,8,0,250.0,0.42,1.0,0.58
ST1076,8,7,4,8,7,6,148.0,0.33,0.75,0.42
ST1076,8,8,8,8,8,12,227.0,0.75,1.0,0.25
ST1048,8,7,18,8,7,19,79.0,0.92,1.0,0.08
ST1048,8,8,5,8,8,6,34.0,1.0,1.0,0.0
ST1007,8,7,16,8,7,20,247.0,0.42,1.0,0.58
ST1021,8,8,3,8,8,10,433.0,0.33,1.0,0.67
GC01,8,7,21,8,7,21,14.0,0.58,0.58,0.0
GC01,8,7,21,8,7,21,19.0,0.58,0.58,0.0
GC01,8,7,22,8,8,1,183.0,0.58,1.0,0.42
JD09,8,8,17,8,8,17,21.0,0.92,0.92,0.0
ST1042,8,8,11,8,8,14,174.0,0.92,1.0,0.08
SS07,8,8,13,8,8,14,60.0,0.83,0.92,0.09
ST1001,8,7,18,8,8,0,313.0,0.58,1.0,0.42
JD11,8,7,18,8,7,20,88.0,0.67,0.83,0.16
CRG02,8,7,21,8,7,23,143.0,0.75,1.0,0.25
ST1042,8,7,17,8,7,23,365.0,0.42,1.0,0.58
WC04,8,8,19,8,8,20,57.0,0.67,0.83,0.16
JD09,8,7,20,8,7,22,85.0,0.92,1.0,0.08
ST1112,8,8,5,8,8,7,136.0,0.33,0.5,0.17
SS01,8,7,19,8,7,21,167.0,0.83,1.0,0.17
SS01,8,8,19,8,8,20,24.0,1.0,1.0,0.0
ST1007,8,8,17,8,8,23,366.0,0.08,1.0,0.92
YH06,8,7,19,8,8,0,321.0,0.33,1.0,0.67
CRG10,8,6,20,8,6,21,27.0,0.67,0.75,0.08
CRG10,8,6,21,8,6,23,116.0,0.75,1.0,0.25
ST1071,8,8,8,8,8,13,248.0,0.42,1.0,0.58
SS211,8,8,8,8,8,9,69.0,0.83,1.0,0.17
MC06,8,8,15,8,8,16,24.0,0.08,0.75,0.67
ST1035,8,6,10,8,6,15,253.0,0.5,1.0,0.5
ST1105,8,7,23,8,8,5,386.0,0.17,1.0,0.83
SS212,8,8,9,8,8,11,131.0,0.33,0.58,0.25
ST1104,8,7,20,8,7,23,189.0,0.58,1.0,0.42
ST1007,8,8,13,8,8,15,110.0,0.42,0.75,0.33
WC04,8,8,18,8,8,19,45.0,0.5,0.67,0.17
ST1073,8,8,9,8,8,11,83.0,0.17,0.5,0.33
ST1113,8,7,20,8,8,0,266.0,0.42,1.0,0.58
MC06,8,7,18,8,7,19,23.0,0.25,0.83,0.58
MC06,8,7,20,8,8,0,276.0,0.25,1.0,0.75
ST1007,8,8,23,8,9,0,48.0,0.83,0.92,0.09
CC09,8,8,7,8,8,8,11.0,0.92,0.92,0.0
ST1098,8,7,19,8,7,22,192.0,0.58,1.0,0.42
CRG04,8,8,9,8,8,10,59.0,1.0,1.0,0.0
CRG07,8,6,18,8,6,22,258.0,0.33,1.0,0.67
ST1084,8,8,12,8,8,13,88.0,0.83,1.0,0.17
ST1078,8,8,13,8,8,14,80.0,0.25,0.75,0.5
MC02,8,7,15,8,7,20,301.0,0.42,1.0,0.58
ST1085,8,7,12,8,7,16,237.0,0.42,1.0,0.58
CC06,8,8,11,8,8,14,148.0,0.67,1.0,0.33
ST1059,8,8,11,8,8,12,107.0,0.75,1.0,0.25
ST1059,8,7,22,8,8,2,240.0,0.5,1.0,0.5
CC05,8,8,8,8,8,10,64.0,0.83,1.0,0.17
SS206,8,7,18,8,7,21,149.0,0.33,0.83,0.5
WC04,8,7,12,8,7,13,71.0,0.58,0.83,0.25
ST1070,8,7,18,8,7,22,202.0,0.17,1.0,0.83
ST1108,8,5,20,8,6,0,209.0,0.67,1.0,0.33
ST1108,8,7,19,8,7,20,64.0,1.0,1.0,0.0
ST1108,8,8,5,8,8,7,151.0,0.67,1.0,0.33
ST1057,8,8,15,8,8,16,30.0,0.08,0.08,0.0
ST1057,8,8,16,8,8,16,10.0,0.08,0.42,0.34
ST1010,8,8,10,8,8,12,93.0,0.5,0.75,0.25
ST1112,8,9,15,8,9,17,106.0,0.33,0.5,0.17
ST1078,8,9,12,8,9,12,21.0,0.25,0.25,0.0
WC04,8,9,0,8,9,1,78.0,0.58,0.83,0.25
ST1063,8,9,8,8,9,9,60.0,0.5,0.83,0.33
ST1027,8,8,10,8,8,15,292.0,0.33,1.0,0.67
SW01,8,9,16,8,9,17,37.0,0.67,0.75,0.08
ST1068,8,9,11,8,9,13,109.0,0.67,0.83,0.16
ST1068,8,9,13,8,9,13,1.0,0.83,0.83,0.0
ST1045,8,9,10,8,9,10,24.0,1.0,1.0,0.0
SS01,8,9,17,8,9,18,80.0,0.92,1.0,0.08
ST1068,8,9,14,8,9,14,0.0,0.83,0.83,0.0
SS211,8,9,7,8,9,8,77.0,0.5,0.75,0.25
ST1064,8,7,18,8,7,20,128.0,0.75,1.0,0.25
ST1058,8,7,18,8,7,23,285.0,0.42,1.0,0.58
ST1042,8,9,17,8,9,18,108.0,0.5,0.75,0.25
YH06,8,9,10,8,9,12,103.0,0.83,1.0,0.17
ST1074,8,8,10,8,8,12,106.0,0.83,1.0,0.17
BL03,8,7,17,8,7,19,129.0,0.42,0.83,0.41
ST1068,8,9,16,8,9,18,129.0,0.67,0.92,0.25
SS08,8,7,15,8,7,19,228.0,0.58,1.0,0.42
SS01,8,9,1,8,9,5,225.0,0.5,1.0,0.5
CRG06,8,8,19,8,9,0,286.0,0.42,1.0,0.58
GC09,8,8,16,8,8,19,204.0,0.58,1.0,0.42
ST1042,8,8,22,8,9,1,184.0,0.83,1.0,0.17
MC06,8,8,20,8,8,20,26.0,0.08,0.83,0.75
MC06,8,8,21,8,9,3,341.0,0.17,1.0,0.83
CRG10,8,8,17,8,8,18,44.0,1.0,1.0,0.0
ST1021,8,8,15,8,8,17,160.0,0.25,0.83,0.58
ST1021,8,9,3,8,9,11,442.0,0.33,1.0,0.67
CRG02,8,9,10,8,9,11,50.0,1.0,1.0,0.0
ST1111,8,9,14,8,9,15,39.0,0.08,0.92,0.84
ST1112,8,9,17,8,9,17,11.0,0.5,0.5,0.0
ST1069,8,8,22,8,9,1,190.0,0.67,1.0,0.33
YH09,8,4,23,8,5,4,340.0,0.17,1.0,0.83
BL06,8,9,7,8,9,9,111.0,0.67,1.0,0.33
ST1068,8,9,14,8,9,15,56.0,0.83,0.92,0.09
ST1086,8,8,22,8,9,1,166.0,0.42,1.0,0.58
ST1010,8,8,17,8,8,23,339.0,0.17,1.0,0.83
ST1042,8,9,11,8,9,13,102.0,0.58,0.92,0.34
ST1003,8,8,22,8,9,3,309.0,0.25,1.0,0.75
MC09,8,7,17,8,7,20,181.0,0.58,1.0,0.42
ST1112,8,8,10,8,8,18,483.0,0.42,1.0,0.58
ST1112,8,9,5,8,9,6,42.0,1.0,1.0,0.0
ST1027,8,9,14,8,9,14,8.0,0.83,0.83,0.0
ST1067,8,8,8,8,8,13,273.0,0.42,1.0,0.58
MC07,8,8,23,8,9,3,255.0,0.42,1.0,0.58
CRG03,8,8,22,8,9,3,275.0,0.33,1.0,0.67
ST1045,8,9,7,8,9,9,121.0,0.75,1.0,0.25
ST1061,8,8,3,8,8,5,125.0,0.17,0.75,0.58
ST1061,8,9,11,8,9,13,107.0,0.83,1.0,0.17
SS11,8,8,17,8,8,22,338.0,0.17,1.0,0.83
ST1082,8,8,14,8,8,19,281.0,0.42,1.0,0.58
ST1082,8,8,20,8,8,20,0.0,1.0,1.0,0.0
CRG04,8,8,21,8,9,3,334.0,0.17,1.0,0.83
ST1031,8,9,7,8,9,9,94.0,0.92,1.0,0.08
ST1041,8,9,1,8,9,2,29.0,0.08,0.83,0.75
ST1113,8,8,18,8,8,19,71.0,0.92,1.0,0.08
ST1034,8,9,9,8,9,10,49.0,0.17,0.92,0.75
ST1048,8,8,22,8,9,5,422.0,0.25,1.0,0.75
ST1007,8,9,12,8,9,13,59.0,0.58,0.75,0.17
ST1003,8,9,22,8,9,23,29.0,1.0,1.0,0.0
ST1003,8,10,13,8,10,13,27.0,0.08,0.83,0.75
ST1003,8,10,17,8,10,18,15.0,0.25,0.67,0.42
ST1002,8,10,11,8,10,13,130.0,0.25,0.58,0.33
ST1002,8,10,16,8,10,16,14.0,0.25,0.58,0.33
ST1021,8,10,10,8,10,12,85.0,0.58,0.83,0.25
MC06,8,9,16,8,9,16,23.0,0.17,0.75,0.58
MC06,8,9,17,8,9,21,242.0,0.42,1.0,0.58
MC09,8,9,18,8,9,20,125.0,0.83,1.0,0.17
MC07,8,9,12,8,9,14,120.0,0.83,1.0,0.17
ST1020,8,23,16,8,23,18,138.0,0.75,1.0,0.25
SW06,8,24,6,8,24,8,113.0,0.67,0.83,0.16
SW06,8,24,12,8,24,12,27.0,0.33,0.83,0.5
SS206,8,24,15,8,24,18,142.0,0.42,0.83,0.41
SS211,8,24,4,8,24,9,303.0,0.33,1.0,0.67
ST1082,8,22,15,8,22,19,277.0,0.42,1.0,0.58
ST1082,8,22,20,8,22,20,0.0,1.0,1.0,0.0
ST1082,8,23,20,8,23,20,0.0,1.0,1.0,0.0
ST1099,8,23,18,8,24,0,362.0,0.17,1.0,0.83
ST1099,8,24,7,8,24,7,33.0,0.5,0.58,0.08
ST1099,8,24,11,8,24,13,151.0,0.33,0.75,0.42
ST1062,8,24,11,8,24,12,44.0,0.0,0.92,0.92
ST1062,8,24,17,8,24,18,37.0,0.17,0.83,0.66
ST1062,8,24,19,8,24,20,31.0,0.17,0.83,0.66
ST1072,8,23,23,8,24,1,130.0,0.83,1.0,0.17
ST1067,8,23,15,8,23,18,171.0,0.67,1.0,0.33
